,word,definition,grouping
625,bestow,"to lay up in store, deposit for safe keeping, stow, place",verb
626,bestrew,"to strew or scatter about, throw or drop here and there",verb
627,bestride,to be astride something,verb
628,bete noire,something especially disliked or dreaded,noun
629,bethink,"to think about, to recollect",verb
630,betide,to happen to,verb
631,betimes,before the usual or expected time,adv
632,betroth,to promise to give in marriage,verb
633,bevel,to give a canted edge to a surface,verb
634,bewilder,to cause someone to become perplexed and confused,verb
635,bibliography,a section of a written work with citations to all references,noun
636,bibliomania,the obsession of owning valuable books,noun
637,bibliophile,one who loves books,noun
638,bibulous,very absorbent,adjective
639,bicameral,"pertaining to, two separate legislative chambers or houses",adjective
640,bicker,"to quarrel in a tiresome, insulting manner",verb
641,bide,"(chiefly dialectal) to bear, to endure, to tolerate",verb
642,biennial,happening every two years,adjective
643,bier,a litter to transport the corpse of a dead person,noun
644,bifurcate,to divide or fork into two channels or branches,verb
645,bigamy,the state of having two spouses simultaneously,noun
646,bight,"a corner, bend, or angle",noun
647,bigot,a person utterly intolerant of any differing opinion,noun
648,bilateral,having two sides,adjective
649,bilge,the widest circumference or belly of a cask,noun
650,bilingual,fluent in two languages,adjective
651,bilious,"peevish, irritable",adjective
652,bilk,to obtain money fraudulently,verb
653,billow,present participle of billow,verb
654,biography,a written account of another person's life,noun
655,biped,"an animal, or being that goes about on two feet or legs",noun
656,birthright,"something owed since birth, due to inheritance",noun
657,bitterness,the quality of having a bitter taste,noun
658,bivouac,to set up camp,verb
659,bizarre,strangely unconventional in style or appearance,adjective
660,blanch,to grow or become white,verb
661,bland,"mild, soft, gentle",adjective
662,blandish,"to persuade someone by using flattery, to cajole",verb
663,blare,to make a loud sound,verb
664,blasé,uninterested because of frequent exposure or indulgence,adjective
665,blaspheme,to speak against god or religious doctrine,verb
666,blatant,obvious,adjective
667,blaze,a bright flame or fire,noun
668,blazon,to describe a coat of arms,verb
669,bleak,"bare, desolate",adjective
670,blemish,spoil the appearance of,verb
671,blight,to suffer blight,verb
672,blithe,showing a casual indifference which is callous or improper,adjective
673,blithesome,"happy or spriteful, carefree",adjective
674,bloated,"swollen, puffed up",adjective
675,blockade,an obstruction of passage or progress,noun
676,bluff,to mislead by a display of self-confidence or strength,verb
677,blunder,to make a stupid mistake,verb
678,blunderbuss,an action regarded as lacking in subtlety,noun
679,blurt,to speak quickly or without thought,verb
680,boatswain,"an officer on a vessel, in charge of rigging, cables, etc",noun
681,bode,"to indicate by signs, as future events",verb
682,bodice,the part of a woman's dress covering between neck and waist,noun
683,bodily,"of, relating to, or concerning the body",adjective
684,bogus,"counterfeit or fake, not genuine",adjective
685,boisterous,"noisy, energetic, rowdy",adjective
686,bole,the trunk or stem of a tree,noun
687,bolero,a lively spanish dance,noun
688,boll,the rounded seed-bearing capsule of a cotton or flax plant,noun
689,bolster,to support or strengthen,verb
690,bomb,"to attack using one or more bombs, to bombard",verb
691,bombard,to attack something with bombs or other missiles,verb
692,bombardier,a bomber crew member who sights and releases bombs,noun
693,bombast,high-sounding language with little meaning,noun
694,bombastic,ostentatiously lofty in style,adjective
695,bon mot,"a witty remark or comment, clever saying, witticism",adjective
696,bona fide,"genuine, real",adjective
697,bondage,the state of being enslaved or the practice of slavery,noun
698,booming,having a great period of prosperity,adjective
699,boon,a thing that is helpful or beneficial,noun
700,boor,"a rude, unmannerly person",noun
701,borough,"a fortified town, a town or city",noun
702,bosom,in a very close relationship,adjective
703,botanize,to study plants or plant life,verb
704,botany,"the scientific study of plants, a branch of biology",noun
705,bountiful,having a quantity or amount that is generous or plentiful,adjective
706,bourgeois,a member of the middle class,noun
707,bovine,"of, relating to, or affecting cattle",adjective
708,bowdlerize,"to remove those parts of a text considered offensive, vulgar",verb
709,bowler,one who engages in the sport of bowling,noun
710,boycott,"to abstain, either as an individual or group",verb
711,brackish,"salty or slightly salty, as a mixture of fresh and sea water",adjective
712,brae,"the sloping bank of a river-valley, any slope or hillside",noun
713,braggart,someone who boasts,noun
714,brandish,to move or swing a weapon back and forth,verb
715,brash,impetuous or rash,adjective
716,bravado,a swaggering show of defiance or courage,noun
717,brawn,"strong, well-developed muscles",noun
718,bray,"of a donkey, to make it cry",verb
719,braze,the joining together of two metal pieces without melting,verb
720,brazen,bold and without shame,adjective
721,brazier,a barbecue,noun
722,breach,"an act of breaking a law, agreement or code of conduct",noun
723,breadth,the extent or measure of how broad or wide something is,noun
724,breaker,something that breaks,noun
725,breech,"the lower, rear trunk of the body",noun
726,brethren,fellow members,noun
727,brevity,concise and exact use of words in writing or speech,
728,bric-a-brac,"small ornaments, other miscellaneous items of little value",noun
729,bridle,"part of the harness of a horse, consisting of bit and reins",noun
730,brigade,to form troops into a brigade,verb
731,brigadier,"an army rank, an officer commanding a brigade",noun
732,brigand,an outlaw or bandit,noun
733,brimstone,about or pertaining to hell,adjective
734,brindled,"of a brownish, tawny or gray colour, with streaks or spots",adjective
735,brine,to preserve food in a salt solution,verb
736,bristle,to be on one's guard or raise one's defenses,verb
737,britannia,the ancient Roman name for Great Britain,noun
738,briticism,an idiom used in britain but not in other eng-speaking areas,noun
739,brittle,liable to break or snap easily under stress or pressure,adjective
740,broach,to mention or suggest for the first time,verb
741,broadcast,to transmit a message or signal via electronic means,verb
742,brogan,"a heavy working shoe, a brogue",noun
743,brogue,to speak with an accent,verb
744,brokerage,a company whose business is to act as a broker,noun
745,bromide,a binary compound of bromine and some other element,noun
746,bromine,"a non-metallic chemical element, one of the halogens",noun
747,bronchitis,an inflammation of the bronchi of the lungs,noun
748,bronchus,"the primary branches of the trachea, leading into the lungs",noun
749,brooch,women’s jewellery having a pin to be fixed to garments,noun
750,brotherhood,the state of being brothers or a brother,noun
751,brouhaha,"a stir, a fuss or uproar",noun
752,browbeat,"to bully in an intimidating, bossy, or supercilious way",verb
753,browse,to casually look through in order to find items of interest,verb
754,bruit,"to spread, promulgate or disseminate a rumour, news etc",verb
755,brunt,the chief consequences or negative results of something,noun
756,brusque,"rudely abrupt, unfriendly",adjective
757,bucolic,a pastoral poem,noun
758,buffet,"a blow, typically with the hand or fist",noun
759,buffoon,to behave like a buffoon,verb
760,bulbous,"having the shape of or resembling a bulb, bloated",adjective
761,bullion,"a bulk quantity of precious metal, usually gold or silver",noun
762,bullock,a castrated bull,noun
763,bulrush,any of several wetland herbs,noun
764,bulwark,to fortify something with a wall or rampart,verb
765,bumptious,"obtrusively pushy, self-assertive to a pretentious extreme",adjective
766,bungalow,a small house or cottage usually having a single story,noun
767,bungle,"to botch up, bumble or incompetently perform a task",verb
768,buoyant,"having buoyancy, able to float",adjective
769,bureau,office,noun
770,bureaucracy,structure and regulations in place to control activity,noun
771,burgeon,begin to grow or increase rapidly,verb
772,burgess,"an inhabitant of a borough with full rights, a citizen",noun
773,burgher,"a citizen, especially one belonging to middle class",noun
774,burlesque,to make a burlesque parody of,verb
775,burly,"large, well-built, and muscular",adjective
776,burnish,"to make smooth or shiny by rubbing, to polish, to shine",verb
